model,experiment,category,signature,variant,variant_label,family,task_type,difficulty,callable,game_id,round_count,mean_request_success,Request_Count,Parsed_Request_Count,Violated_Request_Count,Request_Success_Ratio,Aborted,Lose,Success,Main_Score,quality_score,binary_success,accuracy,binary_accuracy,efficiency,efficiency_raw,tolerance_used,n_test_cases,success_rate
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,zero_if_opposite_else_product,249,4,1.0,4,4,0,1.0,False,True,False,0.0,0.0,0,95.0,0.0,86.66666666666667,0.8666666666666667,1,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,sum_plus_larger_abs,285,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,17.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,manhattan_to_pair,279,3,1.0,3,3,0,1.0,False,False,True,93.33333333333333,93.33333333333333,1,100.0,1.0,93.33333333333333,0.9333333333333333,1,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,difference_squared,267,2,1.0,2,2,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,sum_if_negative,261,3,1.0,3,3,0,1.0,False,True,False,0.0,0.0,0,67.0,0.0,93.33333333333333,0.9333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,last_digit_sum,243,4,1.0,4,4,0,1.0,False,False,True,86.66666666666667,86.66666666666667,1,100.0,1.0,86.66666666666667,0.8666666666666667,1,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,sum_after_incrementing_first,273,5,1.0,5,5,0,1.0,False,False,True,80.0,80.0,1,100.0,1.0,80.0,0.8,1,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,product_mod_seven,298,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,14.000000000000002,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,sum_if_negative,262,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,absolute_sum_minus_absolute_difference,256,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,difference_squared,268,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,zero_if_opposite_else_product,250,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,69.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,triple_sum_minus_product,292,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,last_digit_sum,244,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,sum_plus_larger_abs,286,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,sum_after_incrementing_first,274,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_examples_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,manhattan_to_pair,280,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,sum_if_negative,263,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,product_mod_seven,299,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,24.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,triple_sum_minus_product,293,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,23.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,zero_if_opposite_else_product,251,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,38.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,difference_squared,269,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,absolute_sum_minus_absolute_difference,257,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,61.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,manhattan_to_pair,281,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,sum_after_incrementing_first,275,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,sum_plus_larger_abs,287,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs_oneshot,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,last_digit_sum,245,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,47.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,strip_and_lowercase,138,5,0.8,5,4,1,0.8,False,False,True,86.66666666666667,86.66666666666667,1,100.0,1.0,86.66666666666667,0.8666666666666667,1,100,100.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,take_last_three,162,10,1.0,10,10,0,1.0,False,False,True,46.666666666666664,46.666666666666664,1,100.0,1.0,46.666666666666664,0.4666666666666667,1,100,100.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,keep_whitespace_only,126,10,0.9,10,9,1,0.9,False,False,True,53.333333333333336,53.333333333333336,1,100.0,1.0,53.333333333333336,0.5333333333333333,1,100,100.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,repeat_three_times,144,4,1.0,4,4,0,1.0,False,False,True,86.66666666666667,86.66666666666667,1,100.0,1.0,86.66666666666667,0.8666666666666667,1,100,100.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,rot13_lowercase_only,120,7,0.7142857142857143,7,5,2,0.7142857142857143,False,True,False,0.0,0.0,0,13.0,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,prepend_hash,174,2,1.0,2,2,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,hex_code_points,156,3,0.6666666666666666,3,2,1,0.6666666666666666,False,True,False,0.0,0.0,0,2.0,0.0,100.0,1.0,1,100,0.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,letters_only,168,7,0.8571428571428571,7,6,1,0.8571428571428571,False,True,False,0.0,0.0,0,43.0,0.0,73.33333333333333,0.7333333333333333,1,100,0.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,remove_whitespace,150,3,0.6666666666666666,3,2,1,0.6666666666666666,False,True,False,0.0,0.0,0,85.0,0.0,100.0,1.0,1,100,0.0
gpt-5.4-mini,string_active_inputs,STRING,(text: str) -> str,active_inputs,Active I/O,active,io,medium,mirror_with_pipe,132,3,0.6666666666666666,3,2,1,0.6666666666666666,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,strip_and_lowercase,140,10,1.0,10,10,0,1.0,False,True,False,0.0,0.0,0,23.0,0.0,46.666666666666664,0.4666666666666667,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,prepend_hash,176,2,0.5,2,1,1,0.5,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0666666666666667,1,100,100.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,rot13_lowercase_only,122,15,0.8666666666666667,15,13,2,0.8666666666666667,False,True,False,0.0,0.0,0,23.0,0.0,26.666666666666668,0.26666666666666666,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,letters_only,170,6,0.8333333333333334,6,5,1,0.8333333333333334,False,True,False,0.0,0.0,0,43.0,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,repeat_three_times,146,4,0.5,4,2,2,0.5,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,take_last_three,164,8,1.0,8,8,0,1.0,False,True,False,0.0,0.0,0,28.999999999999996,0.0,60.0,0.6,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,remove_whitespace,152,5,0.8,5,4,1,0.8,False,True,False,0.0,0.0,0,85.0,0.0,86.66666666666667,0.8666666666666667,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,keep_whitespace_only,128,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,7.000000000000001,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,hex_code_points,158,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,1.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_active_pair_checks,STRING,(text: str) -> str,active_pair_checks,Active Pair-Check,active,membership,medium,mirror_with_pipe,134,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,11.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,strip_and_lowercase,139,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,6.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,take_last_three,163,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,27.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,rot13_lowercase_only,121,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,13.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,prepend_hash,175,2,0.5,2,1,1,0.5,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0666666666666667,1,100,100.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,keep_whitespace_only,127,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,89.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,repeat_three_times,145,2,0.5,2,1,1,0.5,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0666666666666667,1,100,100.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,remove_whitespace,151,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,85.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,letters_only,169,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,43.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,mirror_with_pipe,133,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,0.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_examples,STRING,(text: str) -> str,passive_examples,Passive I/O,passive,io,medium,hex_code_points,157,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,1.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,repeat_three_times,147,3,1.0,3,3,0,1.0,False,False,True,93.33333333333333,93.33333333333333,1,100.0,1.0,93.33333333333333,0.9333333333333333,1,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,letters_only,171,5,1.0,5,5,0,1.0,False,False,True,80.0,80.0,1,100.0,1.0,80.0,0.8,1,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,prepend_hash,177,3,1.0,3,3,0,1.0,False,False,True,93.33333333333333,93.33333333333333,1,100.0,1.0,93.33333333333333,0.9333333333333333,1,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,strip_and_lowercase,141,5,1.0,5,5,0,1.0,False,True,False,0.0,0.0,0,98.0,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,rot13_lowercase_only,123,4,1.0,4,4,0,1.0,False,True,False,0.0,0.0,0,23.0,0.0,86.66666666666667,0.8666666666666667,1,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,remove_whitespace,153,5,1.0,5,5,0,1.0,False,True,False,0.0,0.0,0,85.0,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,take_last_three,165,5,1.0,5,5,0,1.0,False,True,False,0.0,0.0,0,28.999999999999996,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,keep_whitespace_only,129,3,0.6666666666666666,3,2,1,0.6666666666666666,False,True,False,0.0,0.0,0,7.000000000000001,0.0,100.0,1.0,1,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,hex_code_points,159,3,1.0,3,3,0,1.0,False,False,True,93.33333333333333,93.33333333333333,1,100.0,1.0,93.33333333333333,0.9333333333333333,1,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs,STRING,(text: str) -> str,passive_labeled_pairs,Passive Pairs,passive,membership,medium,mirror_with_pipe,135,3,1.0,3,3,0,1.0,False,False,True,93.33333333333333,93.33333333333333,1,100.0,1.0,93.33333333333333,0.9333333333333333,1,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,prepend_hash,178,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,repeat_three_times,148,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,rot13_lowercase_only,124,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,keep_whitespace_only,130,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,mirror_with_pipe,136,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,remove_whitespace,154,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,letters_only,172,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,strip_and_lowercase,142,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,hex_code_points,160,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_examples_oneshot,STRING,(text: str) -> str,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,take_last_three,166,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,repeat_three_times,149,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,rot13_lowercase_only,125,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,23.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,prepend_hash,179,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,mirror_with_pipe,137,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,remove_whitespace,155,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,keep_whitespace_only,131,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,38.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,strip_and_lowercase,143,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,letters_only,173,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,take_last_three,167,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,string_passive_labeled_pairs_oneshot,STRING,(text: str) -> str,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,hex_code_points,161,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_excluding_max,60,2,1.0,2,2,0,1.0,False,True,False,0.0,0.0,0,14.000000000000002,0.0,100.0,1.0,1,100,0.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_mod_three,66,8,0.625,8,5,3,0.625,False,True,False,0.0,0.0,0,13.0,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,count_odd_values,114,6,0.6666666666666666,6,4,2,0.6666666666666666,False,True,False,0.0,0.0,0,14.000000000000002,0.0,86.66666666666667,0.8666666666666667,1,100,0.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_palindrome_values,108,3,0.6666666666666666,3,2,1,0.6666666666666666,False,True,False,0.0,0.0,0,40.0,0.0,100.0,1.0,1,100,0.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,count_adjacent_opposite_pairs,72,13,0.9230769230769231,13,12,1,0.9230769230769231,False,False,True,33.33333333333333,33.33333333333333,1,100.0,1.0,33.33333333333333,0.3333333333333333,1,100,100.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_of_positive_squares,90,9,0.8888888888888888,9,8,1,0.8888888888888888,False,False,True,60.0,60.0,1,100.0,1.0,60.0,0.6,1,100,100.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_negative_values,96,5,0.8,5,4,1,0.8,False,True,False,0.0,0.0,0,49.0,0.0,86.66666666666667,0.8666666666666667,1,100,0.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_neighbors_products,102,14,0.8571428571428571,14,12,2,0.8571428571428571,False,True,False,0.0,0.0,0,3.0,0.0,33.33333333333333,0.3333333333333333,1,100,0.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,sum_smaller_of_neighbors,78,10,0.9,10,9,1,0.9,False,False,True,53.333333333333336,53.333333333333336,1,100.0,1.0,53.333333333333336,0.5333333333333333,1,100,100.0
gpt-5.4-mini,list_active_inputs,LIST,(items: List[int]) -> int,active_inputs,Active I/O,active,io,medium,count_distinct_values,84,4,0.75,4,3,1,0.75,False,True,False,0.0,0.0,0,9.0,0.0,93.33333333333333,0.9333333333333333,1,100,0.0
gpt-5.4-mini,list_active_pair_checks,LIST,(items: List[int]) -> int,active_pair_checks,Active Pair-Check,active,membership,medium,sum_of_positive_squares,92,8,0.875,8,7,1,0.875,False,True,False,0.0,0.0,0,7.000000000000001,0.0,66.66666666666666,0.6666666666666666,1,100,0.0
